Date,Close,High,Low,Open,Volume
2024-01-01,1429.6361083984375,1434.8428502960069,1414.7992844681723,1418.255071679868,2808451
2024-01-02,1414.015869140625,1427.6086309615123,1403.5102544550214,1424.7057474638627,5396313
2024-01-03,1373.099365234375,1400.6995390215577,1371.2562788380874,1400.6995390215577,7550363
2024-01-04,1394.0184326171875,1400.5153575424802,1375.771943719321,1386.8764724125788,7056038
2024-01-05,1412.3111572265625,1418.9001014903272,1388.0745246781073,1388.5352963045564,8895403
2024-01-08,1403.3260498046875,1415.4903752195028,1394.52526712299,1408.9934505703893,4440136
2024-01-09,1409.3160400390625,1431.1565685607613,1406.1366485499625,1420.9274616897512,4412074
2024-01-10,1400.6534423828125,1414.983370728282,1386.9224270844938,1405.3071677486228,4096845
2024-01-11,1376.9698486328125,1405.3534251009314,1369.9661425866611,1405.261293276588,11296088
2024-01-12,1486.21875,1491.056851650907,1433.368271607278,1439.450434041234,26754401
2024-01-15,1522.4815673828125,1534.3233755421343,1507.6447436874366,1515.8925107048797,13228305
2024-01-16,1503.5438232421875,1519.1639351762556,1497.5076704042556,1515.7542704008683,6500917
2024-01-17,1511.51513671875,1518.2424471875822,1493.1303945709744,1493.1303945709744,9209876
2024-01-18,1513.726806640625,1519.6247054977496,1500.5026844916376,1513.7729287969016,6375464
2024-01-19,1529.0244140625,1534.830181149936,1515.1552565650597,1522.0207083253042,4522736
2024-01-23,1513.3121337890625,1543.3082963711743,1509.2111992011553,1520.638356967558,9401255
2024-01-24,1543.953369140625,1548.1924450033323,1515.9384357324295,1529.6694507492252,8999681
2024-01-25,1538.147705078125,1548.6994420250173,1527.9185982399085,1541.6956238359799,8865304
2024-01-29,1526.62841796875,1547.5935254301967,1518.3345293026832,1534.5076571987393,4253785
2024-01-30,1521.88232421875,1557.407856111292,1518.9334312635722,1532.0192984301252,4995943
2024-01-31,1530.5911865234375,1536.4429635862402,1509.5799556993886,1518.93364206389,6763779
2024-02-01,1527.0430908203125,1545.4278312937574,1520.8686843443536,1529.346948648717,5760011
2024-02-02,1560.4952392578125,1583.6720744845543,1534.3695106294924,1535.3371760388302,7858483
2024-02-05,1554.82763671875,1567.3145920332188,1549.8974031142452,1561.7853328521521,3634135
2024-02-06,1593.7628173828125,1597.034340689009,1542.6171705805966,1554.4129683538292,7694265
2024-02-07,1560.8638916015625,1593.3482914120157,1554.5052206294124,1593.3482914120157,4613877
2024-02-08,1559.34326171875,1572.4752526176906,1550.7729772594932,1564.7803892211357,5919715
2024-02-09,1538.3782958984375,1560.080685759389,1529.5776248189763,1552.523963151758,4600004
2024-02-12,1548.2847900390625,1560.126598289278,1539.2997433619348,1539.2997433619348,3555808
2024-02-13,1552.3856201171875,1556.5785741207376,1532.9870910403704,1550.9571831806093,2696481
2024-02-14,1535.475341796875,1538.470357405494,1507.1840085834583,1529.9460822117326,3768579
2024-02-15,1544.828857421875,1555.3344719693396,1531.2360957797196,1545.4278829759044,4834391
2024-02-16,1568.1439208984375,1574.9172405402414,1555.5187122701257,1556.4863775731233,4880654
2024-02-19,1566.39306640625,1577.2211990906292,1555.2884257624896,1571.2311682439513,3690993
2024-02-20,1553.03076171875,1561.324650966914,1537.8252980971156,1552.800375906301,3706389
2024-02-21,1525.660888671875,1542.6633157025528,1516.2150708785946,1542.6633157025528,4300508
2024-02-22,1549.4365234375,1552.4315386183323,1515.3855496864917,1534.3693157186938,5841277
2024-02-23,1545.2896728515625,1565.194983220865,1540.728079066558,1563.8587905950133,5373072
2024-02-26,1529.9000244140625,1543.5387967991637,1515.938621902185,1543.5387967991637,2782438
2024-02-27,1533.0792236328125,1539.9907975363865,1523.1266247075048,1530.683233844853,5159088
2024-02-28,1540.129150390625,1555.380736114235,1531.6509975218291,1538.9772213327412,3188916
2024-02-29,1542.5711669921875,1550.2660301238518,1523.5873997921522,1534.369410109207,7814722
2024-03-01,1524.87744140625,1540.774061120071,1521.467776667757,1538.05555376044,6387291
2024-03-04,1508.75048828125,1533.8625405850848,1505.479077403563,1527.7803779385492,4445156
2024-03-05,1480.4591064453125,1508.8886908149464,1476.3121621695554,1505.8015436860508,4596579
2024-03-06,1490.6422119140625,1493.0382016771937,1452.352047887815,1477.049450044554,6420684
2024-03-07,1489.62841796875,1500.686936051952,1478.339514092148,1489.7666719434026,6348359
2024-03-11,1475.0220947265625,1487.186533050453,1463.4106723438592,1481.9797912201366,6752895
2024-03-12,1486.403076171875,1497.5077168540815,1472.303532549028,1474.4691365947879,4614222
2024-03-13,1484.974853515625,1497.0470479006656,1473.1330449489747,1486.3571684259673,5688997
2024-03-14,1523.58740234375,1527.6882245455754,1481.8414508033693,1487.7393497230903,8803799
2024-03-15,1505.801513671875,1516.6757678865583,1491.3793408128192,1512.3444475668186,11809997
2024-03-18,1476.911376953125,1504.5576756669025,1473.4094674521489,1502.11556344857,4958904
2024-03-19,1438.943603515625,1473.5475961267095,1435.764324431153,1467.4193112677192,6870411
2024-03-20,1432.9534912109375,1451.3843544053573,1430.5575014942751,1440.371958643916,4759059
2024-03-21,1432.7232666015625,1453.2276042120811,1422.309895221054,1441.2936639483573,11062497
2024-03-22,1390.470458984375,1408.9474454626866,1380.6560012352104,1401.6672315575609,14673890
2024-03-26,1375.54150390625,1389.1802760076575,1371.164173630106,1374.9424783172167,8351081
2024-03-27,1367.4320068359375,1381.3934103666109,1365.312524736159,1378.6287804592728,6857402
2024-03-28,1380.517822265625,1393.189041141791,1370.4729789851785,1370.4729789851785,12499530
2024-04-01,1378.1217041015625,1409.9149438246613,1375.6797046680076,1405.3533500790074,6580002
2024-04-02,1366.5103759765625,1376.0023163808078,1364.6672894897633,1368.353462463362,7279400
2024-04-03,1364.4830322265625,1377.799287158803,1359.2762903783632,1362.9624633692197,8736248
2024-04-04,1370.058349609375,1378.306229462609,1352.825535267705,1373.6063812324333,11186915
2024-04-05,1363.054443359375,1370.0581487632178,1360.2438042627782,1363.9299768430176,5072482
2024-04-08,1360.8427734375,1373.9747637962018,1358.4467836601393,1366.6485404880466,6610887
2024-04-09,1377.5687255859375,1395.0320353978589,1370.6111424492417,1373.099263903387,9423230
2024-04-10,1388.5814208984375,1391.3920603288602,1368.0770834855082,1382.6373994109804,6744595
2024-04-12,1368.26123046875,1388.581302495331,1363.4231287950938,1386.0009366054892,12275616
2024-04-15,1352.9637451171875,1374.8964069734686,1346.420810540168,1363.884010132131,8531224
2024-04-16,1303.476806640625,1340.983684459676,1302.1867360834249,1337.159257468646,16173541
2024-04-18,1307.900146484375,1331.3533752077963,1297.072014216493,1309.6049788534715,22107945
2024-04-19,1300.52783203125,1314.903883353496,1270.5776782377934,1276.3373231980736,20603621
2024-04-22,1320.3409423828125,1324.1192467826613,1302.1865874045059,1308.4991354557612,5859087
2024-04-23,1329.23388671875,1333.334708815105,1320.5713584494295,1329.7867901203954,4856174
2024-04-24,1318.4979248046875,1330.9848800805114,1315.0882599841418,1330.9848800805114,4268213
2024-04-25,1325.59375,1331.5377710414832,1308.5913232271268,1308.5913232271268,9089398
2024-04-26,1318.0372314453125,1331.9986341616486,1315.0422158870554,1326.7457701482465,8062444
2024-04-29,1322.18408203125,1326.8379201034072,1316.1940513407444,1317.7606297548816,5055957
2024-04-30,1309.0982666015625,1323.8429581264434,1306.3336369406475,1322.1380131744238,6936588
2024-05-02,1303.476806640625,1312.2775896866656,1301.08081668616,1302.1406139236367,10076354
2024-05-03,1305.1817626953125,1313.0148803966708,1293.109456008172,1310.5266461015717,8842345
